id,position_x,position_y,geom_x,geom_y
1192,-0.35,0.51962,-7,12
1193,-0.4,0.51962,-8,12
1194,-0.425,0.47631,-9,11
1195,-0.4,0.43301000000000006,-8,10
1196,-0.35,0.43301000000000006,-7,10
1197,0.625,0.8227200000000001,12,19
1198,0.675,0.8227200000000001,13,19
1199,0.65,0.86603,13,20
1200,0.6,0.86603,12,20
1201,0.575,0.8227200000000001,11,19
1202,0.6,0.77942,12,18
1203,0.65,0.77942,13,18
1204,-0.5,0.43301000000000006,-10,10
1205,-0.45,0.43301000000000006,-9,10
1206,-0.475,0.47631,-10,11
1207,-0.525,0.47631,-11,11
1208,-0.55,0.43301000000000006,-11,10
1209,-0.525,0.38971,-11,9
1210,-0.475,0.38971,-10,9
1211,-0.625,0.38971,-13,9
1212,-0.575,0.38971,-12,9
1213,-0.6,0.43301000000000006,-12,10
1214,-0.65,0.43301000000000006,-13,10
1215,-0.675,0.38971,-14,9
1216,-0.65,0.34641,-13,8
1217,-0.6,0.34641,-12,8
1218,-0.75,0.34641,-15,8
1219,-0.7,0.34641,-14,8
1220,-0.725,0.38971,-15,9
1221,-0.775,0.38971,-16,9
1222,-0.8,0.34641,-16,8
1223,-0.775,0.30311,-16,7
1224,-0.725,0.30311,-15,7
1225,-0.875,0.30311,-18,7
1226,-0.825,0.30311,-17,7
1227,-0.85,0.34641,-17,8
1228,-0.9,0.34641,-18,8
1229,-0.925,0.30311,-19,7
1230,-0.9,0.25981,-18,6
1231,-0.85,0.25981,-17,6
1232,-1.0,0.25981,-20,6
1233,-0.95,0.25981,-19,6
1234,-0.975,0.30311,-20,7
1235,-1.025,0.30311,-21,7
1236,-1.05,0.25981,-21,6
1237,-1.025,0.21650999999999998,-21,5
1238,-0.975,0.21650999999999998,-20,5
1239,-0.15,-0.77942,-3,-18
1240,-0.1,-0.77942,-2,-18
1241,-0.125,-0.73612,-3,-17
1242,-0.175,-0.73612,-4,-17
1243,-0.2,-0.77942,-4,-18
1244,-0.175,-0.8227200000000001,-4,-19
1245,-0.125,-0.8227200000000001,-3,-19
1246,-0.275,-0.8227200000000001,-6,-19
1247,-0.225,-0.8227200000000001,-5,-19
1248,-0.25,-0.77942,-5,-18
1249,-0.3,-0.77942,-6,-18
1250,-0.325,-0.8227200000000001,-7,-19
1251,-0.3,-0.86603,-6,-20
1252,-0.25,-0.86603,-5,-20
1253,-0.025,-0.73612,-1,-17
1254,0.025,-0.73612,0,-17
1255,0.0,-0.69282,0,-16
1256,-0.05,-0.69282,-1,-16
1257,-0.075,-0.73612,-2,-17
1258,-0.05,-0.77942,-1,-18
1259,0.0,-0.77942,0,-18
1260,-0.4,-0.86603,-8,-20
1261,-0.35,-0.86603,-7,-20
1262,-0.375,-0.8227200000000001,-8,-19
1263,-0.425,-0.8227200000000001,-9,-19
1264,-0.45,-0.86603,-9,-20
1265,-0.425,-0.90933,-9,-21
1266,-0.375,-0.90933,-8,-21
1267,0.1,-0.69282,2,-16
1268,0.15,-0.69282,3,-16
1269,0.125,-0.64952,2,-15
1270,0.075,-0.64952,1,-15
1271,0.05,-0.69282,1,-16
1272,0.075,-0.73612,1,-17
1273,0.125,-0.73612,2,-17
1274,-0.525,-0.90933,-11,-21
1275,-0.475,-0.90933,-10,-21
1276,-0.5,-0.86603,-10,-20
1277,-0.55,-0.86603,-11,-20
1278,-0.575,-0.90933,-12,-21
1279,-0.55,-0.95263,-11,-22
1280,-0.5,-0.95263,-10,-22
1281,0.225,-0.64952,4,-15
1282,0.275,-0.64952,5,-15
1283,0.25,-0.60622,5,-14
1284,0.2,-0.60622,4,-14
1285,0.175,-0.64952,3,-15
1286,0.2,-0.69282,4,-16
1287,0.25,-0.69282,5,-16
1288,0.35,-0.60622,7,-14
1289,0.4,-0.60622,8,-14
1290,0.375,-0.56292,7,-13
1291,0.325,-0.56292,6,-13
1292,0.3,-0.60622,6,-14
1293,0.325,-0.64952,6,-15
1294,0.375,-0.64952,7,-15
1295,0.475,-0.56292,9,-13
1296,0.525,-0.56292,10,-13
1297,0.5,-0.51962,10,-12
1298,0.45,-0.51962,9,-12
1299,0.425,-0.56292,8,-13
1300,0.45,-0.60622,9,-14
1301,0.5,-0.60622,10,-14
1302,0.6,-0.51962,12,-12
1303,0.65,-0.51962,13,-12
1304,0.625,-0.47631,12,-11
1305,0.575,-0.47631,11,-11
1306,0.55,-0.51962,11,-12
1307,0.575,-0.56292,11,-13
1308,0.625,-0.56292,12,-13
1309,0.725,-0.47631,14,-11
1310,0.775,-0.47631,15,-11
1311,0.75,-0.43301000000000006,15,-10
1312,0.7,-0.43301000000000006,14,-10
1313,0.675,-0.47631,13,-11
1314,0.7,-0.51962,14,-12
1315,0.75,-0.51962,15,-12
1316,0.85,-0.43301000000000006,17,-10
1317,0.9,-0.43301000000000006,18,-10
1318,0.875,-0.38971,17,-9
1319,0.825,-0.38971,16,-9
1320,0.8,-0.43301000000000006,16,-10
1321,0.825,-0.47631,16,-11
1322,0.875,-0.47631,17,-11
1323,0.975,-0.38971,19,-9
1324,1.025,-0.38971,20,-9
1325,1.0,-0.34641,20,-8
1326,0.95,-0.34641,19,-8
1327,0.925,-0.38971,18,-9
1328,0.95,-0.43301000000000006,19,-10
1329,1.0,-0.43301000000000006,20,-10
1330,0.15,0.77942,3,18
1331,0.2,0.77942,4,18
1332,0.175,0.8227200000000001,3,19
1333,0.125,0.8227200000000001,2,19
1334,0.1,0.77942,2,18
1335,0.125,0.73612,2,17
1336,0.175,0.73612,3,17
1337,0.025,0.73612,0,17
1338,0.075,0.73612,1,17
1339,0.05,0.77942,1,18
1340,0.0,0.77942,0,18
1341,-0.025,0.73612,-1,17
1342,0.0,0.69282,0,16
1343,0.05,0.69282,1,16
1344,0.275,0.8227200000000001,5,19
1345,0.325,0.8227200000000001,6,19
1346,0.3,0.86603,6,20
1347,0.25,0.86603,5,20
1348,0.225,0.8227200000000001,4,19
1349,0.25,0.77942,5,18
1350,0.3,0.77942,6,18
1351,-0.1,0.69282,-2,16
1352,-0.05,0.69282,-1,16
1353,-0.075,0.73612,-2,17
1354,-0.125,0.73612,-3,17
1355,-0.15,0.69282,-3,16
1356,-0.125,0.64952,-3,15
1357,-0.075,0.64952,-2,15
1358,0.4,0.86603,8,20
1359,0.45,0.86603,9,20
1360,0.425,0.90933,8,21
1361,0.375,0.90933,7,21
1362,0.35,0.86603,7,20
1363,0.375,0.8227200000000001,7,19
1364,0.425,0.8227200000000001,8,19
1365,-0.225,0.64952,-5,15
1366,-0.175,0.64952,-4,15
1367,-0.2,0.69282,-4,16
1368,-0.25,0.69282,-5,16
1369,-0.275,0.64952,-6,15
1370,-0.25,0.60622,-5,14
1371,-0.2,0.60622,-4,14
1372,0.525,0.90933,10,21
1373,0.575,0.90933,11,21
1374,0.55,0.95263,11,22
1375,0.5,0.95263,10,22
1376,0.475,0.90933,9,21
1377,0.5,0.86603,10,20
1378,0.55,0.86603,11,20
1379,-0.35,0.60622,-7,14
1380,-0.3,0.60622,-6,14
1381,-0.325,0.64952,-7,15
1382,-0.375,0.64952,-8,15
1383,-0.4,0.60622,-8,14
1384,-0.375,0.56292,-8,13
1385,-0.325,0.56292,-7,13
1386,-0.475,0.56292,-10,13
1387,-0.425,0.56292,-9,13
1388,-0.45,0.60622,-9,14
1389,-0.5,0.60622,-10,14
1390,-0.525,0.56292,-11,13
1391,-0.5,0.51962,-10,12
1392,-0.45,0.51962,-9,12
1393,-0.6,0.51962,-12,12
1394,-0.55,0.51962,-11,12
1395,-0.575,0.56292,-12,13
1396,-0.625,0.56292,-13,13
1397,-0.65,0.51962,-13,12
1398,-0.625,0.47631,-13,11
1399,-0.575,0.47631,-12,11
1400,-0.725,0.47631,-15,11
1401,-0.675,0.47631,-14,11
1402,-0.7,0.51962,-14,12
1403,-0.75,0.51962,-15,12
1404,-0.775,0.47631,-16,11
1405,-0.75,0.43301000000000006,-15,10
1406,-0.7,0.43301000000000006,-14,10
1407,-0.85,0.43301000000000006,-17,10
1408,-0.8,0.43301000000000006,-16,10
1409,-0.825,0.47631,-17,11
1410,-0.875,0.47631,-18,11
1411,-0.9,0.43301000000000006,-18,10
1412,-0.875,0.38971,-18,9
1413,-0.825,0.38971,-17,9
1414,-0.975,0.38971,-20,9
1415,-0.925,0.38971,-19,9
1416,-0.95,0.43301000000000006,-19,10
1417,-1.0,0.43301000000000006,-20,10
1418,-1.025,0.38971,-21,9
1419,-1.0,0.34641,-20,8
1420,-0.95,0.34641,-19,8
1421,-0.175,-0.90933,-4,-21
1422,-0.125,-0.90933,-3,-21
1423,-0.15,-0.86603,-3,-20
1424,-0.2,-0.86603,-4,-20
1425,-0.225,-0.90933,-5,-21
1426,-0.2,-0.95263,-4,-22
1427,-0.15,-0.95263,-3,-22
1428,-0.3,-0.95263,-6,-22
1429,-0.25,-0.95263,-5,-22
1430,-0.275,-0.90933,-6,-21
1431,-0.325,-0.90933,-7,-21
1432,-0.35,-0.95263,-7,-22
1433,-0.325,-0.99593,-7,-23
1434,-0.275,-0.99593,-6,-23
1435,-0.05,-0.86603,-1,-20
1436,0.0,-0.86603,0,-20
1437,-0.025,-0.8227200000000001,-1,-19
1438,-0.075,-0.8227200000000001,-2,-19
1439,-0.1,-0.86603,-2,-20
1440,-0.075,-0.90933,-2,-21
1441,-0.025,-0.90933,-1,-21
1442,-0.425,-0.99593,-9,-23
1443,-0.375,-0.99593,-8,-23
1444,-0.4,-0.95263,-8,-22
1445,-0.45,-0.95263,-9,-22
1446,-0.475,-0.99593,-10,-23
1447,-0.45,-1.0392299999999999,-9,-24
1448,-0.4,-1.0392299999999999,-8,-24
1449,0.075,-0.8227200000000001,1,-19
1450,0.125,-0.8227200000000001,2,-19
1451,0.1,-0.77942,2,-18
1452,0.05,-0.77942,1,-18
1453,0.025,-0.8227200000000001,0,-19
1454,0.05,-0.86603,1,-20
1455,0.1,-0.86603,2,-20
1456,0.2,-0.77942,4,-18
1457,0.25,-0.77942,5,-18
1458,0.225,-0.73612,4,-17
1459,0.175,-0.73612,3,-17
1460,0.15,-0.77942,3,-18
1461,0.175,-0.8227200000000001,3,-19
1462,0.225,-0.8227200000000001,4,-19
1463,0.325,-0.73612,6,-17
1464,0.375,-0.73612,7,-17
1465,0.35,-0.69282,7,-16
1466,0.3,-0.69282,6,-16
1467,0.275,-0.73612,5,-17
1468,0.3,-0.77942,6,-18
1469,0.35,-0.77942,7,-18
1470,0.45,-0.69282,9,-16
1471,0.5,-0.69282,10,-16
1472,0.475,-0.64952,9,-15
1473,0.425,-0.64952,8,-15
1474,0.4,-0.69282,8,-16
1475,0.425,-0.73612,8,-17
1476,0.475,-0.73612,9,-17
1477,0.575,-0.64952,11,-15
1478,0.625,-0.64952,12,-15
1479,0.6,-0.60622,12,-14
1480,0.55,-0.60622,11,-14
1481,0.525,-0.64952,10,-15
1482,0.55,-0.69282,11,-16
1483,0.6,-0.69282,12,-16
1484,0.7,-0.60622,14,-14
1485,0.75,-0.60622,15,-14
1486,0.725,-0.56292,14,-13
1487,0.675,-0.56292,13,-13
1488,0.65,-0.60622,13,-14
1489,0.675,-0.64952,13,-15
1490,0.725,-0.64952,14,-15
1491,0.825,-0.56292,16,-13
1492,0.875,-0.56292,17,-13
1493,0.85,-0.51962,17,-12
1494,0.8,-0.51962,16,-12
1495,0.775,-0.56292,15,-13
1496,0.8,-0.60622,16,-14
1497,0.85,-0.60622,17,-14
1498,0.95,-0.51962,19,-12
1499,1.0,-0.51962,20,-12
1500,0.975,-0.47631,19,-11
1501,0.925,-0.47631,18,-11
1502,0.9,-0.51962,18,-12
1503,0.925,-0.56292,18,-13
1504,0.975,-0.56292,19,-13
1505,0.175,0.90933,3,21
1506,0.225,0.90933,4,21
1507,0.2,0.95263,4,22
1508,0.15,0.95263,3,22
1509,0.125,0.90933,2,21
1510,0.15,0.86603,3,20
1511,0.2,0.86603,4,20
1512,0.05,0.86603,1,20
1513,0.1,0.86603,2,20
1514,0.075,0.90933,1,21
1515,0.025,0.90933,0,21
1516,0.0,0.86603,0,20
1517,0.025,0.8227200000000001,0,19
1518,0.075,0.8227200000000001,1,19
1519,0.3,0.95263,6,22
1520,0.35,0.95263,7,22
1521,0.325,0.99593,6,23
1522,0.275,0.99593,5,23
1523,0.25,0.95263,5,22
1524,0.275,0.90933,5,21
1525,0.325,0.90933,6,21
1526,-0.075,0.8227200000000001,-2,19
1527,-0.025,0.8227200000000001,-1,19
1528,-0.05,0.86603,-1,20
1529,-0.1,0.86603,-2,20
1530,-0.125,0.8227200000000001,-3,19
1531,-0.1,0.77942,-2,18
1532,-0.05,0.77942,-1,18
1533,0.425,0.99593,8,23
1534,0.475,0.99593,9,23
1535,0.45,1.0392299999999999,9,24
1536,0.4,1.0392299999999999,8,24
1537,0.375,0.99593,7,23
1538,0.4,0.95263,8,22
1539,0.45,0.95263,9,22
1540,-0.2,0.77942,-4,18
1541,-0.15,0.77942,-3,18
1542,-0.175,0.8227200000000001,-4,19
1543,-0.225,0.8227200000000001,-5,19
1544,-0.25,0.77942,-5,18
1545,-0.225,0.73612,-5,17
1546,-0.175,0.73612,-4,17
1547,-0.325,0.73612,-7,17
1548,-0.275,0.73612,-6,17
1549,-0.3,0.77942,-6,18
1550,-0.35,0.77942,-7,18
1551,-0.375,0.73612,-8,17
1552,-0.35,0.69282,-7,16
1553,-0.3,0.69282,-6,16
1554,-0.45,0.69282,-9,16
1555,-0.4,0.69282,-8,16
1556,-0.425,0.73612,-9,17
1557,-0.475,0.73612,-10,17
1558,-0.5,0.69282,-10,16
1559,-0.475,0.64952,-10,15
1560,-0.425,0.64952,-9,15
1561,-0.575,0.64952,-12,15
1562,-0.525,0.64952,-11,15
1563,-0.55,0.69282,-11,16
1564,-0.6,0.69282,-12,16
1565,-0.625,0.64952,-13,15
1566,-0.6,0.60622,-12,14
1567,-0.55,0.60622,-11,14
1568,-0.7,0.60622,-14,14
1569,-0.65,0.60622,-13,14
1570,-0.675,0.64952,-14,15
1571,-0.725,0.64952,-15,15
1572,-0.75,0.60622,-15,14
1573,-0.725,0.56292,-15,13
1574,-0.675,0.56292,-14,13
1575,-0.825,0.56292,-17,13
1576,-0.775,0.56292,-16,13
1577,-0.8,0.60622,-16,14
1578,-0.85,0.60622,-17,14
1579,-0.875,0.56292,-18,13
1580,-0.85,0.51962,-17,12
1581,-0.8,0.51962,-16,12
1582,-0.95,0.51962,-19,12
1583,-0.9,0.51962,-18,12
1584,-0.925,0.56292,-19,13
1585,-0.975,0.56292,-20,13
1586,-1.0,0.51962,-20,12
1587,-0.975,0.47631,-20,11
1588,-0.925,0.47631,-19,11
1589,-0.2,-1.0392299999999999,-4,-24
1590,-0.15,-1.0392299999999999,-3,-24
1591,-0.175,-0.99593,-4,-23
1592,-0.225,-0.99593,-5,-23
1593,-0.25,-1.0392299999999999,-5,-24
1594,-0.225,-1.08253,-5,-25
1595,-0.175,-1.08253,-4,-25
1596,-0.325,-1.08253,-7,-25
1597,-0.275,-1.08253,-6,-25
1598,-0.3,-1.0392299999999999,-6,-24
1599,-0.35,-1.0392299999999999,-7,-24
1600,-0.375,-1.08253,-8,-25
1601,-0.35,-1.1258299999999999,-7,-26
1602,-0.3,-1.1258299999999999,-6,-26
1603,-0.075,-0.99593,-2,-23
1604,-0.025,-0.99593,-1,-23
1605,-0.05,-0.95263,-1,-22
1606,-0.1,-0.95263,-2,-22
1607,-0.125,-0.99593,-3,-23
1608,-0.1,-1.0392299999999999,-2,-24
1609,-0.05,-1.0392299999999999,-1,-24
1610,0.05,-0.95263,1,-22
1611,0.1,-0.95263,2,-22
1612,0.075,-0.90933,1,-21
1613,0.025,-0.90933,0,-21
1614,0.0,-0.95263,0,-22
1615,0.025,-0.99593,0,-23
1616,0.075,-0.99593,1,-23
1617,0.175,-0.90933,3,-21
1618,0.225,-0.90933,4,-21
1619,0.2,-0.86603,4,-20
1620,0.15,-0.86603,3,-20
1621,0.125,-0.90933,2,-21
1622,0.15,-0.95263,3,-22
1623,0.2,-0.95263,4,-22
1624,0.3,-0.86603,6,-20
1625,0.35,-0.86603,7,-20
1626,0.325,-0.8227200000000001,6,-19
1627,0.275,-0.8227200000000001,5,-19
1628,0.25,-0.86603,5,-20
1629,0.275,-0.90933,5,-21
1630,0.325,-0.90933,6,-21
1631,0.425,-0.8227200000000001,8,-19
1632,0.475,-0.8227200000000001,9,-19
1633,0.45,-0.77942,9,-18
1634,0.4,-0.77942,8,-18
1635,0.375,-0.8227200000000001,7,-19
1636,0.4,-0.86603,8,-20
1637,0.45,-0.86603,9,-20
1638,0.55,-0.77942,11,-18
1639,0.6,-0.77942,12,-18
1640,0.575,-0.73612,11,-17
1641,0.525,-0.73612,10,-17
1642,0.5,-0.77942,10,-18
1643,0.525,-0.8227200000000001,10,-19
1644,0.575,-0.8227200000000001,11,-19
1645,0.675,-0.73612,13,-17
1646,0.725,-0.73612,14,-17
1647,0.7,-0.69282,14,-16
1648,0.65,-0.69282,13,-16
1649,0.625,-0.73612,12,-17
1650,0.65,-0.77942,13,-18
1651,0.7,-0.77942,14,-18
1652,0.8,-0.69282,16,-16
1653,0.85,-0.69282,17,-16
1654,0.825,-0.64952,16,-15
1655,0.775,-0.64952,15,-15
1656,0.75,-0.69282,15,-16
1657,0.775,-0.73612,15,-17
1658,0.825,-0.73612,16,-17
1659,0.925,-0.64952,18,-15
1660,0.975,-0.64952,19,-15
1661,0.95,-0.60622,19,-14
1662,0.9,-0.60622,18,-14
1663,0.875,-0.64952,17,-15
1664,0.9,-0.69282,18,-16
1665,0.95,-0.69282,19,-16
1666,0.2,1.0392299999999999,4,24
1667,0.25,1.0392299999999999,5,24
1668,0.225,1.08253,4,25
1669,0.175,1.08253,3,25
1670,0.15,1.0392299999999999,3,24
1671,0.175,0.99593,3,23
1672,0.225,0.99593,4,23
1673,0.075,0.99593,1,23
1674,0.125,0.99593,2,23
1675,0.1,1.0392299999999999,2,24
1676,0.05,1.0392299999999999,1,24
1677,0.025,0.99593,0,23
1678,0.05,0.95263,1,22
1679,0.1,0.95263,2,22
1680,0.325,1.08253,6,25
1681,0.375,1.08253,7,25
1682,0.35,1.1258299999999999,7,26
1683,0.3,1.1258299999999999,6,26
1684,0.275,1.08253,5,25
1685,0.3,1.0392299999999999,6,24
1686,0.35,1.0392299999999999,7,24
1687,-0.05,0.95263,-1,22
1688,0.0,0.95263,0,22
1689,-0.025,0.99593,-1,23
1690,-0.075,0.99593,-2,23
1691,-0.1,0.95263,-2,22
1692,-0.075,0.90933,-2,21
1693,-0.025,0.90933,-1,21
1694,-0.175,0.90933,-4,21
1695,-0.125,0.90933,-3,21
1696,-0.15,0.95263,-3,22
1697,-0.2,0.95263,-4,22
1698,-0.225,0.90933,-5,21
1699,-0.2,0.86603,-4,20
1700,-0.15,0.86603,-3,20
1701,-0.3,0.86603,-6,20
1702,-0.25,0.86603,-5,20
1703,-0.275,0.90933,-6,21
1704,-0.325,0.90933,-7,21
1705,-0.35,0.86603,-7,20
1706,-0.325,0.8227200000000001,-7,19
1707,-0.275,0.8227200000000001,-6,19
1708,-0.425,0.8227200000000001,-9,19
1709,-0.375,0.8227200000000001,-8,19
1710,-0.4,0.86603,-8,20
1711,-0.45,0.86603,-9,20
1712,-0.475,0.8227200000000001,-10,19
1713,-0.45,0.77942,-9,18
1714,-0.4,0.77942,-8,18
1715,-0.55,0.77942,-11,18
1716,-0.5,0.77942,-10,18
1717,-0.525,0.8227200000000001,-11,19
1718,-0.575,0.8227200000000001,-12,19
1719,-0.6,0.77942,-12,18
1720,-0.575,0.73612,-12,17
1721,-0.525,0.73612,-11,17
1722,-0.675,0.73612,-14,17
1723,-0.625,0.73612,-13,17
1724,-0.65,0.77942,-13,18
1725,-0.7,0.77942,-14,18
1726,-0.725,0.73612,-15,17
1727,-0.7,0.69282,-14,16
1728,-0.65,0.69282,-13,16
1729,-0.8,0.69282,-16,16
1730,-0.75,0.69282,-15,16
1731,-0.775,0.73612,-16,17
1732,-0.825,0.73612,-17,17
1733,-0.85,0.69282,-17,16
1734,-0.825,0.64952,-17,15
1735,-0.775,0.64952,-16,15
1736,-0.925,0.64952,-19,15
1737,-0.875,0.64952,-18,15
1738,-0.9,0.69282,-18,16
1739,-0.95,0.69282,-19,16
1740,-0.975,0.64952,-20,15
1741,-0.95,0.60622,-19,14
1742,-0.9,0.60622,-18,14
1743,-0.1,-1.1258299999999999,-2,-26
1744,-0.05,-1.1258299999999999,-1,-26
1745,-0.075,-1.08253,-2,-25
1746,-0.125,-1.08253,-3,-25
1747,-0.15,-1.1258299999999999,-3,-26
1748,-0.125,-1.16913,-3,-27
1749,-0.075,-1.16913,-2,-27
1750,0.025,-1.08253,0,-25
1751,0.075,-1.08253,1,-25
1752,0.05,-1.0392299999999999,1,-24
1753,0.0,-1.0392299999999999,0,-24
1754,-0.025,-1.08253,-1,-25
1755,0.0,-1.1258299999999999,0,-26
1756,0.05,-1.1258299999999999,1,-26
1757,0.15,-1.0392299999999999,3,-24
1758,0.2,-1.0392299999999999,4,-24
1759,0.175,-0.99593,3,-23
1760,0.125,-0.99593,2,-23
1761,0.1,-1.0392299999999999,2,-24
1762,0.125,-1.08253,2,-25
1763,0.175,-1.08253,3,-25
1764,0.275,-0.99593,5,-23
1765,0.325,-0.99593,6,-23
1766,0.3,-0.95263,6,-22
1767,0.25,-0.95263,5,-22
1768,0.225,-0.99593,4,-23
1769,0.25,-1.0392299999999999,5,-24
1770,0.3,-1.0392299999999999,6,-24
1771,0.4,-0.95263,8,-22
1772,0.45,-0.95263,9,-22
1773,0.425,-0.90933,8,-21
1774,0.375,-0.90933,7,-21
1775,0.35,-0.95263,7,-22
1776,0.375,-0.99593,7,-23
1777,0.425,-0.99593,8,-23
1778,0.525,-0.90933,10,-21
1779,0.575,-0.90933,11,-21
1780,0.55,-0.86603,11,-20
1781,0.5,-0.86603,10,-20
1782,0.475,-0.90933,9,-21
1783,0.5,-0.95263,10,-22
1784,0.55,-0.95263,11,-22
1785,0.65,-0.86603,13,-20
1786,0.7,-0.86603,14,-20
1787,0.675,-0.8227200000000001,13,-19
1788,0.625,-0.8227200000000001,12,-19
1789,0.6,-0.86603,12,-20
1790,0.625,-0.90933,12,-21
1791,0.675,-0.90933,13,-21
1792,0.775,-0.8227200000000001,15,-19
1793,0.825,-0.8227200000000001,16,-19
1794,0.8,-0.77942,16,-18
1795,0.75,-0.77942,15,-18
1796,0.725,-0.8227200000000001,14,-19
1797,0.75,-0.86603,15,-20
1798,0.8,-0.86603,16,-20
1799,0.1,1.1258299999999999,2,26
1800,0.15,1.1258299999999999,3,26
1801,0.125,1.16913,2,27
1802,0.075,1.16913,1,27
1803,0.05,1.1258299999999999,1,26
1804,0.075,1.08253,1,25
1805,0.125,1.08253,2,25
1806,-0.025,1.08253,-1,25
1807,0.025,1.08253,0,25
1808,0.0,1.1258299999999999,0,26
1809,-0.05,1.1258299999999999,-1,26
1810,-0.075,1.08253,-2,25
1811,-0.05,1.0392299999999999,-1,24
1812,0.0,1.0392299999999999,0,24
1813,-0.15,1.0392299999999999,-3,24
1814,-0.1,1.0392299999999999,-2,24
1815,-0.125,1.08253,-3,25
1816,-0.175,1.08253,-4,25
1817,-0.2,1.0392299999999999,-4,24
1818,-0.175,0.99593,-4,23
1819,-0.125,0.99593,-3,23
1820,-0.275,0.99593,-6,23
1821,-0.225,0.99593,-5,23
1822,-0.25,1.0392299999999999,-5,24
1823,-0.3,1.0392299999999999,-6,24
1824,-0.325,0.99593,-7,23
1825,-0.3,0.95263,-6,22
1826,-0.25,0.95263,-5,22
1827,-0.4,0.95263,-8,22
1828,-0.35,0.95263,-7,22
1829,-0.375,0.99593,-8,23
1830,-0.425,0.99593,-9,23
1831,-0.45,0.95263,-9,22
1832,-0.425,0.90933,-9,21
1833,-0.375,0.90933,-8,21
1834,-0.525,0.90933,-11,21
1835,-0.475,0.90933,-10,21
1836,-0.5,0.95263,-10,22
1837,-0.55,0.95263,-11,22
1838,-0.575,0.90933,-12,21
1839,-0.55,0.86603,-11,20
1840,-0.5,0.86603,-10,20
1841,-0.65,0.86603,-13,20
1842,-0.6,0.86603,-12,20
1843,-0.625,0.90933,-13,21
1844,-0.675,0.90933,-14,21
1845,-0.7,0.86603,-14,20
1846,-0.675,0.8227200000000001,-14,19
1847,-0.625,0.8227200000000001,-13,19
1848,-0.775,0.8227200000000001,-16,19
1849,-0.725,0.8227200000000001,-15,19
1850,-0.75,0.86603,-15,20
1851,-0.8,0.86603,-16,20
1852,-0.825,0.8227200000000001,-17,19
1853,-0.8,0.77942,-16,18
1854,-0.75,0.77942,-15,18
