file_names,index,simulated_showers
gamma_20deg_180deg_run4969___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4970___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4971___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4972___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4973___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4974___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4975___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4976___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4977___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4978___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4979___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4980___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4981___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4982___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4983___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4984___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4985___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4986___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4987___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4988___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4989___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4990___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4991___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4992___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4993___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4994___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4995___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4996___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4997___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4998___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run4999___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5000___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5001___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5002___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5003___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5004___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5005___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5006___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5007___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5008___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5009___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5010___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5011___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5012___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5013___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5014___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5015___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5016___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5017___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5018___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5019___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5020___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5021___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5022___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5023___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5024___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5025___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5026___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5027___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5028___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5029___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5030___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5031___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5032___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5033___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5034___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5035___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5036___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5037___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5038___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5039___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5040___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5041___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5042___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5043___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5044___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5045___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5046___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5047___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5048___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5049___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5050___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5051___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5052___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5053___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5054___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5055___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5056___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5057___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5058___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5059___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5060___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5061___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5062___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5063___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5064___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5065___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5066___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5067___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5068___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5069___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5070___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5071___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5072___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5073___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5074___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5075___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5076___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5077___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5078___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5079___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5080___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5081___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5082___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5083___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5084___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5085___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5086___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5087___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5088___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5089___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5090___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5091___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5092___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5093___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5094___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5095___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5096___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5097___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5098___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5099___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5100___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5101___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5102___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5103___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5104___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5105___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5106___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5107___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5108___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5109___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5110___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5111___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5112___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5113___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5114___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5115___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5116___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5117___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5118___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5119___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5120___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5121___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5122___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5123___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5124___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5125___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5126___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5127___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5128___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5129___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5130___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5131___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5132___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5133___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5134___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5135___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5136___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5137___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5138___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5139___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5140___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5141___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5142___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5143___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5144___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5145___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5146___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5147___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5148___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5149___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5150___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5151___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5152___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5153___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5154___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5155___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5156___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5157___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5158___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5159___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5160___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5161___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5162___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5163___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5164___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5165___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5166___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5167___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5168___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5169___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5170___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5171___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5172___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5173___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5174___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5175___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5176___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5177___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5178___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5179___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5180___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5181___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5182___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5183___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5184___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5185___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5186___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5187___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5188___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5189___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5190___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5191___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5192___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5193___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5194___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5195___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5196___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5197___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5198___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5199___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run5200___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG_cone10,-2.0,20000
gamma_20deg_180deg_run6401___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG,-2.0,20000
gamma_20deg_180deg_run6402___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG,-2.0,20000
gamma_20deg_180deg_run6403___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG,-2.0,20000
gamma_20deg_180deg_run6404___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG,-2.0,20000
gamma_20deg_180deg_run6405___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG,-2.0,20000
gamma_20deg_180deg_run6406___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG,-2.0,20000
gamma_20deg_180deg_run6407___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG,-2.0,20000
gamma_20deg_180deg_run6408___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG,-2.0,20000
gamma_20deg_180deg_run6409___cta-prod3-merged_desert-2150m-Paranal-3HB8-NG,-2.0,20000
